season,episode,scene,character,line
1,4,7,Bow,At least this tree is fine. What happened to everything else?
1,4,7,Perfuma,"We're going through a little rough patch, but I'm sure the universe will right itself soon."
1,4,7,Glimmer,Everything is dead or dying.
1,4,7,Perfuma,"Look, the blight hit right after the Horde arrived. We don't know why, and nothing I do stops it. But we don't dwell on the negative. Look at the positive. The Heart-Blossom is still healthy, and the She-Ra is here, and the celebration's about to begin."
1,4,7,Adora,Celebration?
1,4,8,Shadow Weaver,You will not refuse me!
1,4,8,Hordak,Shadow Weaver.
1,4,8,Shadow Weaver,Lord Hordak!
1,4,8,Hordak,You have disobeyed my orders.
1,4,8,Shadow Weaver,"I've done no such thing, Lord Hordak. My will is your will."
1,4,8,Hordak,Then explain to me why you've requisitioned more troops to look for one missing soldier. A soldier I ordered you to give up on.
1,4,8,Shadow Weaver,Finding Adora is crucial to the Horde's mission—
1,4,8,Hordak,"Our mission is to kill the Whispering Woods so we can march on Bright Moon. Our mission is to destroy the princesses and their ridiculous rebellion. You are distracted, Shadow Weaver. Our ground troops demand your full attention. The siege on Plumeria has carried on for too long. You will give the order to increase power until victory is achieved. And never forget, I gave you your magical power and at my slightest whim, I can take it away. Understand?"
1,4,8,Shadow Weaver,"Of course, Lord Hordak."
1,4,9,Adora,"No, no, no, it's okay. You need this food more than we do."
1,4,9,Other,Nonsense. It is our honor to serve the She-Ra.
1,4,9,Perfuma,We are so honored to have you.
1,4,9,Other,Whoa. That's She-Ra.
1,4,9,Perfuma,"Yes, I know. The She-Ra, right? I'm so happy that after all these centuries of being gone, you've finally returned. I said, break out party kale. And at our hour of greatest need, just like in the stories."
1,4,9,Adora,What stories?
1,4,9,Perfuma,"The stories we've been telling for thousands of years. She-Ra, the warrior who tamed the beasts of Beast Island with a single word."
1,4,9,Bow,That's nothing. What about the time She-Ra defeated a squad of Horde soldiers on a flying horse? Or the time she saved Thaymor from a legion of Horde soldiers? Or the time she borrowed my toothbrush and used it to defeat an army of Horde soldiers.
1,4,9,Adora,"Uh, Bow, that's not true."
1,4,9,Bow,You're right. It was two armies!
1,4,9,Adora,Uh...
1,4,9,Glimmer,"Hey, calm down! Give her some space. One at a time. You first."
1,4,9,Adora,Oh! Thank you for the…
1,4,9,Glimmer,Windchime.
1,4,9,Adora,Wind-chime.
1,4,9,Perfuma,We're so excited for you to heal our land and bring all the plants back to life. Will you be doing it before the drum circle or after?
1,4,9,Adora,You want me to--You want me to heal your land?
1,4,9,Perfuma,"Yes! Like in the ancient story, ""She-Ra Heals the Forest And Brings The Trees Back To Life."""
1,4,9,Glimmer,I've seen her do way weirder stuff. This'll be a snap.
1,4,9,Adora,"Wait, it's not that simple. Plus, I don't like the look of that smoke. The Horde's up to something big. Maybe we should investigate."
1,4,9,Perfuma,We? This is my power. I grow plants.
1,4,9,Perfuma,We're not strong enough to go up against the Horde. All we want is to live peacefully in our ancestral home.
1,4,9,Bow,And then She-Ra saved the day once again!
1,4,9,Perfuma,"We need you, She-Ra."
1,4,9,Adora,"Yes, healing. That is a thing I know how to do. I just need to take Bow and Glimmer over to those trees for a moment. I know what I'm doing!"
1,4,10,Adora,I don't know what I'm doing! I can't heal anything!
1,4,10,Bow,"But, the stories say you have healing powers."
1,4,10,Adora,They also say I fought the Mantisaur. I don't even know what that is!
1,4,10,Glimmer,Why don't you just concentrate really hard? That seems to work whenever you need to transform.
1,4,10,Adora,Okay.
1,4,10,Adora,Did I do it?
1,4,10,Bow,"No, you punched a tree. That's kinda the opposite of healing."
1,4,10,Adora,Let me try again.
1,4,10,Glimmer,Magic blast. Also not healing.
1,4,10,Adora,I'll get it this time.
1,4,10,Glimmer,Magical transformation?
1,4,10,Bow,"Wait, is that what happened to our horse?"
1,4,10,Bow,It's okay. You'll get it soon.
1,4,10,Adora,"Soon isn't good enough! These people expect me to save their land. I thought I was better as She-Ra, but I'm useless no matter what form I take."
1,4,10,Bow,My hat!
1,4,10,Perfuma,She-Ra! Come quickly! Something absolutely terrible has happened!
1,4,11,Perfuma,"The Heart-Blossom is dying. Please, She-Ra, heal our land."
1,4,11,Adora,"Oh, come on, do something."
1,4,11,Adora,No.
1,4,11,Adora,Sorry. I don't know how to heal.
1,4,11,Other,Who are you? And where's She-Ra?
1,4,11,Adora,"My name is Adora. I was chosen to carry the sword of She-Ra, but... I haven't been doing this for very long, and I don't know exactly how it works yet."
1,4,11,Other,She's just a girl!
1,4,11,Adora,"I never meant to deceive you. I am She-Ra, I'm just not the same She-Ra."
1,4,11,Perfuma,Then you can't save us?
1,4,11,Adora,"Wait! There might be another way. I know the Horde. I think they're using one of their machines to poison your land. If we wanna save your home, we have to stop them!"
1,4,11,Other,You're not She-Ra from the stories. You were supposed to save us.
1,4,11,Perfuma,"It will be all right, I promise. We will rebuild. We have to believe that the universe will repay the Horde for their evil deeds eventually."
1,4,11,Glimmer,"The universe won't protect you! You want She-Ra to fix everything, but won't even try to save yourselves? At least Adora's trying."
1,4,11,Perfuma,"If She-Ra can't save us, no one can. Right now, we just need to make sure our people are safe. We leave today."
1,4,11,Glimmer,Are you okay?
1,4,11,Adora,I just wanted to help. But all I've done is disappoint an entire kingdom. I'm sorry I let you guys down after you talked me up.
1,4,11,Bow,"We just wanted everyone to see what an awesome person you are. I thought I was being supportive, but I was actually being terrible!"
1,4,11,Glimmer,"Adora, She-Ra's not the reason we like you. We like you because you're our friend."
1,4,11,Glimmer,"You have a plan, don't you?"
1,4,11,Adora,Yeah. I think I do.
1,4,12,Adora,All clear.
1,4,12,Adora,"Okay, we need to find the machine. Every Horde camp is laid out the same. Guard duty's in half-hour shifts, so we walk in when the shift changes in three, two, one."
1,4,12,Other,Shift change!
1,4,12,Other,"Finally! I swear, boring shifts go by slower."
1,4,12,Glimmer,You were right. The Horde is poisoning the land.
1,4,12,Other,Hey! What are you doing here?
1,4,12,Adora,"What are you doing here? We have security clearance, password 5-echo-niner. Now be on your way."
1,4,12,Other,We haven't used that password in months. Hands up!
1,4,12,Bow,Adora? What do we do?
1,4,12,Adora,Run!
1,4,13,Other,"Hey, the Bright Moon guys left."
1,4,13,Perfuma,"""We've gone to the Horde camp to find the weapon killing your trees. If we don't make it, I wanted to say I'm sorry. I couldn't be the hero you wanted. -Adora."""
1,4,13,Perfuma,"She's still trying, even though we were so negative. Glimmer was right. This is our home, we can't let her do this alone! Everyone, She-Ra and our friends from Bright Moon are risking their lives to protect us from the Horde. We need to help them! Get the warchimes, we march!"
1,4,14,Adora,How many soldiers can you take?
1,4,14,Bow,Between one and... zero. Whoo.
1,4,14,Glimmer,"I'll take them all, if you give me a minute."
1,4,14,Perfuma,"I've always said the universe will repay the Horde one day. Well, I guess that day is today!"
1,4,14,Other,For the She-Ra!
1,4,14,Glimmer,Hey.
1,4,14,Glimmer,Ooh.
1,4,14,Perfuma,I've never been so alive!
1,4,14,Adora,For the honor of Grayskull!
1,4,14,Adora,For Etheria!
1,4,14,Other,Ew! Yuck!
1,4,14,Other,Retreat! Retreat!
1,4,14,Perfuma,Thank you so much! You inspired us to save ourselves. How can we ever repay you?
1,4,14,Glimmer,"Join the Rebellion, and help me reform the Princess Alliance."
1,4,14,Perfuma,"Um, are you sure? Didn't that go horribly the first time?"
1,4,14,Glimmer,It went horribly for our parents. But we have a chance to do it right. We're clearly stronger together. Think what all the Princesses united could do.
1,4,14,Perfuma,Would I get to hit more people with flowers?
1,4,14,Glimmer,Absolutely.
1,4,14,Perfuma,"You have a deal. Hey, everyone! Look at us. We're mighty rebels now."
1,4,15,Catra,Force Captain Catra reporting for--
1,4,15,Shadow Weaver,"This was brought to me by retreating soldiers, retreating because their camp was attacked by Adora and She-Ra. Pathetic, you're still trying to protect her. Did you think you could keep the truth from me?"
1,4,15,Catra,"It's just a phase, she's confused. I'll bring her back in, I swear."
1,4,15,Shadow Weaver,"Oh, yes, you will. Because until I tell you otherwise, that is your mission. And to ensure success, no matter where Adora goes, no matter how long it takes, my shadow spies will find her."
1,4,15,Shadow Weaver,Find her and bring her home.
1,4,16,Adora,What is this?
1,4,16,Glimmer,"Since you've never slept in a room by yourself before, Bow and I thought we'd throw you a sleepover, then you won't feel so alone."
1,4,16,Bow,We even got you a new bed.
1,4,16,Adora,It's wonderful.
1,4,16,Bow,"We can do this tomorrow too, since Glimmer's grounded for ignoring orders."
1,4,16,Glimmer,For one week. That's three weeks less than normal. And Mom said she'd consider my plan to recruit new Princesses into the rebellion!
1,4,16,Adora,"Thanks, guys. I might not ever be the perfect hero everybody wants me to be, but that's okay."
1,4,16,Glimmer,Of course it's okay. Do you have any idea how annoying you'd be if you were perfect?
1,4,16,Bow,Aw! Best Friend Squad is having a pillow fight!
1,4,16,Adora,"Yeah, we're not calling ourselves that."
1,4,16,Glimmer,"I prefer ""The Glimmer Group.”"
1,4,16,Bow,Nah. We're the Best Friend Squad.
1,5,0,Angella,"Council, we're looking for plans to strengthen our defenses against the Horde. Who would like to go first?"
1,5,0,Glimmer,"Me, me, me. Me. Me, me."
1,5,0,Angella,Who besides Glimmer would like to go first?
1,5,0,Glimmer,"Mom-- Uh, eugh, your majesty.  You should let me, Bow, and Adora continue our princess recruitment mission. If we can form a new Princess Alliance, The Rebellion would actually stand a chance for once."
1,5,0,Angella,The princesses withdrew from the last alliance. They chose to focus on protecting their own lands.
1,5,0,Glimmer,"So, are we supposed to just... give up? Please, let me try. All I'm proposing is a diplomatic mission."
1,5,0,Angella,"So, what do you propose?"
1,5,0,Glimmer,"Anyone approaching Bright Moon by sea needs to pass through the Salineas Sea Gate. It's controlled by Mermista now that her father's retired. With her on our side, the Rebellion could control the seas. We NEED this alliance with her, Mom."
1,5,0,Angella,"The journey is treacherous, Glimmer.  I'm not sure."
1,5,0,Glimmer,"Don't worry, Mom.  With She-Ra, we can conquer anything."
1,5,0,Adora,"And, uh, we're also gonna need a boat."
1,5,0,Glimmer,"With She-Ra and a boat, we can conquer anything."
1,5,0,Bow,Aaaaand an experienced sea captain.
1,5,0,Glimmer,"With She-Ra, a boat, and an experienced sea captain, we can conquer anything."
1,5,0,Angella,Very well.
1,5,0,Glimmer,Yes!
1,5,0,Angella,"I mean it, Glimmer. No violence, and no collateral damage."
1,5,0,Glimmer,"Thanks, Mom, you won't regret it."
1,5,0,Bow,This is so cool.  Seaworthy is just like I imagined it. Everyone here looks like a real pirate!
1,5,0,Glimmer,"Focus, Bow. We're just here to find a sea captain."
1,5,0,Bow,No pirates?
1,5,0,Glimmer,No pirates.
1,5,0,Bow,Arrrr.
1,5,0,Adora,None of these people look qualified to sail a ship.
1,5,0,Glimmer,Excuse me.
1,5,0,Glimmer,"Er, we're looking for a sea captain to take us to Salineas."
1,5,0,Sea Hawk,I won. Drinks all around. Put it on my friend here's tab.
1,5,0,Glimmer,"Uh, hiiii.  We were told you're a sea captain?"
1,5,0,Sea Hawk,I am the one and only Sea Hawk.
1,5,0,Sea Hawk,Has my reputation preceded me?
1,5,0,Bow,Your name is Sea Hawk? That's the coolest name I've ever heard!
1,5,0,Glimmer,"Captain Sea Hawk, we're interviewing potential captains to take us to Salineas. Would you like to apply for the position?"
1,5,0,Sea Hawk,Apply for the position? I am the one and only Sea Hawk. I'm offer only.
1,5,0,Adora,"Okay. Just because ""Sea"" is in your name, doesn't tell us anything about your ACTUAL qualifications."
1,5,0,Sea Hawk,"Qualifications? I once ran the 50-klick Galebreath Gauntlet in less than 20 klicks. I maneuvered the straits of Serpentine with nary a chip in the paint of my bow. My shanties are considered so desirable, that sirens fling THEMSELVES into the sea at the sound of them. And because I can tell you're wondering, my mustache is... naturally shiny."
1,5,0,Bow,It IS shiny. You're hired.
1,5,0,Bow,Ow.
1,5,0,Sea Hawk,"Whoa, there, kids. What makes you think you can afford me?"
1,5,0,Glimmer,"I assure you, Captain Sea Hawk, money is no object."
1,5,0,Sea Hawk,Behold my fee.
1,5,0,Glimmer,"Money might be an object. You know what, fine.  We'll just find ANOTHER sea captain."
1,5,0,Sea Hawk,"Good luck with that. You won't find another soul who knows the treacherous route to Salineas as well as I do. I brave it often to visit my close personal friend, Princess Mermista."
1,5,0,Glimmer,You know her?
1,5,0,Sea Hawk,Uh do I?
1,5,0,Adora,"Okay, well, here's the deal. We go one round, winner takes all. You win, we leave you alone. I win, you take us to Salineas.  At no cost."
1,5,0,Sea Hawk,"That's a terrible deal. But I am undefeated at arm wrestling. Let me show you how it's done, lassie."
1,5,0,Bow,"Go Adoraaaa, put him in the dirt."
1,5,0,Glimmer,This is so dumb.
1,5,0,Sea Hawk,Ha! Is this the best you've got? I once beat a Tyrosaur with biceps the size of my head in an arm-wrestling match that lasted two weeks.
1,5,0,Adora,Ha!
1,5,0,Bow,Yeah!
1,5,0,Sea Hawk,"Well, truth be told, I let you win so as to, ahem, boost your confidence. I've been wanting to go to Salineas anyway. Come on, kids, with me! Forward to adventure!"
1,5,2,Shadow Weaver,Adora is in Seaworthy. I'm giving you one more chance to bring her back.
1,5,2,Catra,Uh...didn't Hordak just order to you to stop going after Adora?
1,5,2,Shadow Weaver,And who is going to tell him? You?
1,5,2,Catra,Fine. About time you started treating me like a Force Captain anyway. I'll bring her back.
1,5,2,Shadow Weaver,Not so faaast. You won't be going alone. You'll be joined by Force Captain Scorpia.
1,5,2,Scorpia,"...KITTY! Just so you know, I'm a hugger."
1,5,2,Catra,Is this some kind of joke?!
1,5,2,Shadow Weaver,Scorpia will see that you are...kept in line.
1,5,2,Catra,"Ugh. Okay, whatever. You're at least giving me a vehicle, right?"
1,5,2,Shadow Weaver,Something like that.
1,5,3,Catra,No...not--
1,5,3,Scorpia,"BOATS! Oh, I just love boats, don't you? Wind in your hair, ocean on every side, miles and miles from the nearest dry land... watery death awaiting at the slightest mishap... Man... that's what I call living."
1,5,3,Catra,"Yeah, I'm really gonna need you to shut up..."
1,5,3,Scorpia,"Aw, are you seasick?"
1,5,3,Scorpia,"Now, just focus on me, okay? It'll help."
1,5,3,Catra,Put me down! What is wrong with you?
1,5,3,Catra,What are you looking at? Get back to doing boat things.
1,5,4,Sea Hawk,Welcome aboard The Dragon's Daughter...III.
1,5,4,Adora,What happened to The Dragon's Daughters I and II?
1,5,4,Sea Hawk,"Tragically, they went down in flames..."
1,5,4,Bow,How did that happen?
1,5,4,Sea Hawk,I set them on fire. ADVENTURE!
1,5,4,Adora,Are we sure about this guy?
1,5,4,Glimmer,He just needs to get us there.
1,5,4,Sea Hawk,You'll of course be expected to earn your keep by helping out around the ship. Never fear I will teach you everything you need to know...in shanty form! Oooooh--! --What are you doing?
1,5,4,Bow,"Oh. I noticed your mainsail wasn't secured, so I fixed it."
1,5,4,Sea Hawk,Tying proper knots is a task that takes years to master... You did these just now?!
1,5,4,Bow,Yes! Sea Hawk is impressed with my knots! This is the best day of my life!
1,5,4,Sea Hawk,"Excellent work. Even if it is just beginner's luck... We'll also need to set a lookout. Come on, Sparkle, we'll sing a shanty duet and I'll show you how to climb the ratlines... Ooooooh--!"
1,5,4,Sea Hawk,"Wait, how did she--"
1,5,4,Adora,I unfurled the jib.
1,5,4,Sea Hawk,By yourself? Not even a sailor as experienced as...me could do that.
1,5,4,Adora,"Oh, so what you're saying is I'm better at this than you are?"
1,5,4,Glimmer,And the name is Glimmer.
1,5,4,Sea Hawk,"Well, you are a strangely overqualified crew. ...What do you even need old Sea Hawk for?"
1,5,4,Glimmer,"Your map? Can we focus on our super important mission, here? More sailing, less shanty-ing."
1,5,4,Sea Hawk,"Of course, Shimmer! A top secret mission from the Queen! I'll get you there straight away. I'm as excited to see my dearest Mermista as I know she is to see me."
1,5,4,Glimmer,My name is Glimmer--!
1,5,4,Sea Hawk,Oooooooh!
1,5,4,Glimmer,"Something's wrong... According to the map, we're way off-course."
1,5,4,Bow,"WHOO! Yeah, let's go! Go, Adora. Yeah!"
1,5,4,Adora,Ha! Yes!
1,5,4,Sea Hawk,Best three out of five!
1,5,4,Glimmer,No! No more arm-wrestling. I spotted a ship graveyard in the distance and we're heading straight for it. Is anyone worried about this?!
1,5,4,Glimmer,What was that?!
1,5,4,Sea Hawk,Aha! We're here.
1,5,4,Sea Hawk,The Serpent of the Sea. I knew he'd be lurking in these waters.
1,5,4,Glimmer,"Wait, you brought us here on purpose?!"
1,5,4,Sea Hawk,"You see, I don't just provide sea transport. I give you a tale to tell your friends! Come on, crew. We're in for a harrowing ADVENTURE!"
1,5,4,Adora,For the Honor of Grayskull!
1,5,4,Adora,Waaatch thiiiiis!
1,5,4,Sea Hawk,Is that a normal thing she does?
1,5,4,Bow,Yeah. It takes some getting used to.
1,5,4,Adora,"Got it! Wait, no--!"
1,5,4,Glimmer,"Let me get this straight. You steered us into a giant sea serpent just so you could, what, show off?!"
1,5,4,Sea Hawk,"That was the plan, until your tall friend there STOLE my THUNDER!"
1,5,4,Glimmer,Unbelievable. We're trying to save Etheria and all you care about is whether we're impressed with you?! I need this mission to go right or my mom will never give me another one! Just get us to Salineas. You've wasted enough of our time.
1,5,4,Adora,"Okay! Now, I got it. We're all good."
1,5,4,Glimmer,Adora--! Get in the boat!
1,5,5,Catra,Why have we stopped?
1,5,5,Kyle,"The Sea Gate is blocking our path. ...There's no way past, Force Captain Catra."
1,5,5,Catra,"What?! Oh, Shadow Weaver didn't bother to mention that there was a massive gate blocking the way to Seaworthy?"
1,5,5,Scorpia,"Wait, didn't you learn about the Salineas Sea Gate in Force Captain Orientation?"
1,5,5,Catra,There's a Force Captain Orientation?!
1,5,5,Scorpia,"Oho, yes there is!"
1,5,5,Catra,All hands on deck! We're finding a way through that gate.
1,5,5,Scorpia,"Oo, impressive Captain yell."
1,5,6,Bow,...Where is everyone?
1,5,6,Sea Hawk,"Hmm...very odd, indeed. If I know the princess Mermista--and I-I do--something's amiss."
1,5,6,Other,"Halt! Halt! Halt, I say! ...Halt... ...What's your business in Salineas?"
1,5,6,Glimmer,We've come to speak with Princess Mermista--
1,5,6,Sea Hawk,"Tell her Sea Hawk is with them, she'll be excited to see me."
1,5,7,Mermista,"Ew, who let him back in here?"
1,5,7,Sea Hawk,"Princess! Oh, it's been too long. I have dreamed of you night and day since we parted."
1,5,7,Mermista,Uh-huh... And who are you?
1,5,7,Glimmer,"My name is Glimmer of Bright Moon. We've never met, but our parents fought in the Rebellion together."
1,5,7,Mermista,"Oh, yeah... I remember hearing about the old Princess Alliance. My dad said it was a total disaster."
1,5,7,Sea Hawk,I didn't think it was possible but your beauty grows greater with each passing day--
1,5,7,Mermista,Will you quit it? I'm trying to talk to my new friend Twinkle. ...Butler can you bring us some hors-d'oeuvres?
1,5,7,Sea Hawk,"Oooo, hors-d'oeuvres!"
1,5,7,Mermista,For everyone but Sea Hawk.
1,5,7,Bow,Your guard is also your butler?
1,5,7,Mermista,I'm a little understaffed right now. Everybody fled because the Gate is falling apart or whatever...
1,5,7,Glimmer,What?!
1,5,7,Bow,What?!
1,5,7,Adora,What?!
1,5,7,Mermista,"Yeah, I know, right? It figures that I would inherit a kingdom that's crumbling, but it's totally fine--I'm...handling it. It's just kind of inconvenient because the Horde won't stop attacking us..."
1,5,7,Glimmer,Why is the gate falling apart?
1,5,7,Mermista,"I mean, who knows, but it's getting weaker everyday, and if the Horde tries to attack us again, we're pretty much dead."
1,5,7,Glimmer,"The Horde is the reason we're here. We want to rebuild the Princess Alliance. None of us stand a chance on our own, but we might be able to stop them together."
1,5,7,Mermista,"Yeah, cause that went so great the first time. Why should I help Bright Moon? It's not like they've ever done anything to help us."
1,5,7,Sea Hawk,"Mermista, if I may--"
1,5,7,Mermista,"No, no more shanties. Why did you bring him here? He is so annoying..."
1,5,7,Bow,I thought you said she liked you?
1,5,7,Sea Hawk,We have a rich and complicated past.
1,5,7,Mermista,"If by that you mean you got us kicked out of the Dolphin Social for challenging the doorman to a duel, then sure."
1,5,7,Sea Hawk,...I don't recall doing that.
1,5,7,Mermista,And that time that you set our gondola on fire in the Tunnel of Love?
1,5,7,Sea Hawk,Ooo...that I do recall.
1,5,7,Adora,...This is First One's writing.
1,5,7,Mermista,"And, who is she again? What is she doing?"
1,5,7,Bow,That's Adora. She has a magic sword.
1,5,7,Glimmer,What does it say?
1,5,7,Adora,Uh...it's something about the Gate... The First Ones must have built it. It looks like the Gate gets its power from the Salinean Runestone... It could be that the Gate is failing because it's losing its connection to the power source.
1,5,7,Glimmer,Do you think you can fix it?
1,5,7,Adora,I can try...
1,5,7,Glimmer,"Look, Mermista. You need our help, and we need yours. If Adora can repair your gate, will you consider joining us? Please?"
1,5,7,Mermista,I don't know...I guess... But he has to leave.
1,5,7,Sea Hawk,But...where am I supposed to go?
1,5,7,Bow,"...Maybe wait with the boat, okay, buddy? We'll take care of the gate."
1,5,8,Mermista,I really hope you know what you're doing.
1,5,8,Adora,"Uh...yeah, totally. I got this... For the Honor...of Grayskull!"
1,5,8,Mermista,Wow. Okay. That's...different.
1,5,8,Bow,...Is it working?
1,5,8,Adora,Don't distract me...this is a lot harder than it looks...
1,5,8,Glimmer,This might take a while. Ugh. Hang on. Where are you going?
1,5,8,Sea Hawk,I'd really appreciate it if you'd stop doing that.
1,5,8,Glimmer,Are you leaving without us?
1,5,8,Sea Hawk,"It's for the best. I'm only getting in your way... It's time for old Sea Hawk to be where he belongs: ...Alone. It wasn't always like this. Where I'm from, I had friends...a crew. Every day an adventure more daring than the last. The fact that I kept setting my boats on fire was considered charming. But here, I can't even get anyone to take me seriously."
1,5,8,Glimmer,Yeah...I know a little about that. I can't get anyone to take me seriously either.
1,5,8,Sea Hawk,You? But you're a princess....
1,5,8,Glimmer,"Try being the daughter of an immortal queen, when your powers are ""sparkles."""
1,5,8,Sea Hawk,Glitter--
1,5,8,Glimmer,Glimmer.
1,5,8,Sea Hawk,"--we just met, but I can tell you are a brave and powerful soul. Anyone who'd underestimate you would live to sorely regret it."
1,5,8,Glimmer,"Thanks, Sea Hawk. And you know what? You still have friends and a crew. Reporting for duty, Captain!"
1,5,9,Bow,Uh...Adora?
1,5,9,Bow,It's the Horde!
1,5,9,Glimmer,What?!
1,5,9,Catra,Keep us going full-speed. I've got something more important to do.
1,5,9,Bow,They're coming for the gate!
1,5,9,Adora,I just need a little more time. Keep them busy.
1,5,9,Scorpia,"Oh, come on."
1,5,9,Bow,Oh. ...You're big.
1,5,9,Scorpia,See ya!
1,5,9,Sea Hawk,Gotcha.
1,5,9,Bow,Sea Hawk!
1,5,9,Glimmer,Bow! Are you all right?
1,5,9,Bow,That was... AMAZING!
1,5,9,Sea Hawk,"Thank you for noticing, Bow. It was amazing."
1,5,9,Sea Hawk,Nothing's slowing them down. What do we do?
1,5,9,Glimmer,"I think I have a plan. But no one is allowed to tell my mom about this. Sea Hawk, I need your help. I need you to do what you do best."
1,5,9,Sea Hawk,What?
1,5,9,Glimmer,Set your ship on fire.
1,5,9,Sea Hawk,Yes!
1,5,10,Catra,"Wow. You know, the tiara actually gets stupider the more I look at it."
1,5,10,Adora,Catra... How did you find me?
1,5,10,Catra,"Did you think it would be that easy to escape the Horde? I mean, I always knew you were kinda dumb, but... come on."
1,5,10,Adora,"What's your plan, insult me until I decide to rejoin the Horde?"
1,5,10,Catra,"I don't think Shadow Weaver is planning to give you much of a choice. But, yeah, something like that."
1,5,10,Catra,"Check it out. Looks like with you gone, I got your promotion."
1,5,10,Adora,Congratulations.
1,5,10,Catra,"Seems like only yesterday this was the thing you wanted most in the world. And now you're-- ugh. Come on, Adora, hasn't this all gone on long enough?"
1,5,10,Adora,"I told you before, Catra. I'm not. Going. Back."
1,5,10,Catra,This is what you left me for? Dress-up games and a light show? And your new friends are nowhere to be seen. When did you get so weak?
1,5,10,Adora,Thanks.
1,5,10,Mermista,"Yeah, whatever, don't mention it."
1,5,10,Sea Hawk,Ha ha!
1,5,10,Sea Hawk,Adventure!
1,5,10,Glimmer,Adventure!
1,5,10,Lonnie,What the heck?!
1,5,10,Mermista,"Yay, that was cool. I'm...over it, though."
1,5,11,Mermista,"Huh, what do you know, you actually fixed it."
1,5,11,Adora,It's beautiful.
1,5,11,Mermista,I guess you're gonna be needing a new ship? I suppose you can have one of mine...
1,5,11,Sea Hawk,...She's gorgeous...
1,5,11,Mermista,Don't set it on fire.
1,5,11,Sea Hawk,"No promises. But, Princess, if I might ask for one more favor?"
1,5,11,Mermista,You're always ruining it.
1,5,11,Sea Hawk,"You should think about joining Glimmer's Princess Alliance. She is a brave and strong captain. With her at the helm, she is sure to lead the Rebellion to victory."
1,5,11,Glimmer,"Aw, Sea Hawk... You even got my name right."
1,5,11,Mermista,"Okay, I'm in."
1,5,11,Glimmer,Really?
1,5,11,Mermista,"Yeah. The Horde almost destroyed my home. I wanna help fight them. Plus, your friend over there can turn into like an eight-foot tall lady with a sword, and I want her on my side."
1,5,11,Mermista,"Wow, okay, calm down."
1,5,11,Glimmer,"You won't regret this, I promise."
1,6,0,Other,"Oh, I got it"
1,6,0,Other,Don't forget this.
1,6,0,Other,"Oh, buttered biscuits. I'll never get used to these things."
1,6,0,Other,At least I don't have to get lost in that maze of hers anymore.
1,6,0,Entrapta,A pig. So cute.
1,6,0,Entrapta,"Log. Day 103. 104? No, definitely 103.
First Ones artifact number 58 has yielded a treasure trove of intact code.
If I can successfully translate it, it could hold the secrets of the First Ones."
1,6,0,Entrapta,"Fascinating, my roots seem to be responding to the code.
This is remarkable.
Could this be my biggest step yet in making ancient and modern technology truly compatible?"
1,6,0,Entrapta,"Edit to log, I am now going to run."
1,6,0,Glimmer,Princess Entrapta will be a total catch for the Rebellion. My mother is going to be so impressed!
1,6,0,Adora,"Uh, I'm all for impressing Angella, but why is Entrapta so important?"
1,6,0,Bow,"She's a brilliant inventor. She makes robots and rehabs old tech left by the First Ones. She's a pretty big deal in the Etherian makers community.
Which I am a part of, because I dabble in gadgetry myself."
1,6,0,Adora,What does any of that mean?
1,6,0,Glimmer,"It means, if we convince Entrapta to join the Rebellion, she'll invent all sorts of cool junk for us. And then we'll finally have weapons that can stand up to the Horde's."
1,6,0,Bow,"Like my trick arrows! I'm running low so I built some new ones.
This one is a stun arrow. This one is an emergency flare. And this one, this one's just pointy.
And here is my newest one.
Sonic arrow!"
1,6,0,Glimmer,When will we ever need a sonic arrow. If we have to wake up really early?
1,6,0,Adora,Or if we get separated in a crowd?
1,6,0,Bow,"""Separated in a crowd"". I bet Entrapta will like my arrows."
1,6,0,Bow,"Must have been a rock slide. Any loud sound could cause another slide.
We need to be as quiet as -"
1,6,0,Adora,FOR THE HONOR OF GRAYSKULL!
1,6,0,Adora,Ha! I'm getting the hang of this.
1,6,0,Bow,That was incredibly dangerous.
1,6,0,Adora,What's the big deal? It worked.
1,6,0,Bow,You can't just bust through everything with magic. She-Ra could have caused an avalanche.
1,6,0,Adora,"But she didn't, OK? I've spent my whole life without powers. No way I'm going to stop using them now."
1,6,0,Bow,"Whoa, she's got lightning."
1,6,0,Glimmer,Something's wrong. The castle's distress beacon is lit. They must be under attack.
1,6,0,Adora,There's been no reports of the Horde in this area.
1,6,0,Bow,"No, be careful!"
1,6,1,Glimmer,You okay?
1,6,1,Adora,This place feels wrong... It's nothing.
1,6,2,Adora,"Hey, who's there?"
1,6,2,Glimmer,"Hello? Princess Entrapta. We're here to, uh, recruit you for the Rebellion."
1,6,2,Bow,"Okay, we need to be careful. Entrapta has traps set up all over her castle. They're supposed to be really cool."
1,6,2,Other,They're coming. Get out of the square.
1,6,2,Adora,Who's coming? Is it the Horde?
1,6,2,Glimmer,Hello? Come back.
1,6,2,Glimmer,I'm thinking we should probably move away from whatever is making that sound.
1,6,2,Adora,This way.
1,6,2,Adora,What the-
1,6,2,Bow,Looks like one of Entrapta's designs. Why would it attack us?
1,6,2,Adora,"Alright, stand back."
1,6,2,Bow,"Careful, it could be a-"
1,6,2,Bow,Glimmer! Adora!
1,6,2,Glimmer,Bow! He's all alone with those things! He needs us!
